Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[disease]	Characteristics[xenograft]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Array Data File	Comment[MD5]	Factor Value[xenograft]
179_284_R1_HN35NBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R1_HN35NBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R1_HN35NBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R1_HN35NBGX3_L004	sequencing assay	179_284_R1_HN35NBGX3_L004.fastq.gz	06cdfdbd237f659de5ad4ab9b454f622	179_284_R1_HN35NBGX3_L004
179_284_R1_HT7TLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R1_HT7TLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R1_HT7TLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R1_HT7TLBGX3_L001	sequencing assay	179_284_R1_HT7TLBGX3_L001.fastq.gz	29818c1dfd11105e6e716c09b2131dae	179_284_R1_HT7TLBGX3_L001
179_284_R1_HT7TLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R1_HT7TLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R1_HT7TLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R1_HT7TLBGX3_L002	sequencing assay	179_284_R1_HT7TLBGX3_L002.fastq.gz	3814a066300761f58d61c2392bb0894d	179_284_R1_HT7TLBGX3_L002
179_284_R1_HT7TLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R1_HT7TLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R1_HT7TLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R1_HT7TLBGX3_L003	sequencing assay	179_284_R1_HT7TLBGX3_L003.fastq.gz	da4127839bbab51275f64f9ad0a487e6	179_284_R1_HT7TLBGX3_L003
179_284_R1_HT7TLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R1_HT7TLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R1_HT7TLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R1_HT7TLBGX3_L004	sequencing assay	179_284_R1_HT7TLBGX3_L004.fastq.gz	6d7c90e024a99cb3203e0b601951d1b9	179_284_R1_HT7TLBGX3_L004
179_284_R1_HVKMCBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R1_HVKMCBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R1_HVKMCBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R1_HVKMCBGX3_L001	sequencing assay	179_284_R1_HVKMCBGX3_L001.fastq.gz	96f8aed4c8dc596c01f9ecac14f9ab6a	179_284_R1_HVKMCBGX3_L001
179_284_R1_HVKMCBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R1_HVKMCBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R1_HVKMCBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R1_HVKMCBGX3_L002	sequencing assay	179_284_R1_HVKMCBGX3_L002.fastq.gz	6f2e3b3efac4a0c0b5c7208aac19ba9c	179_284_R1_HVKMCBGX3_L002
179_284_R1_HVKMCBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R1_HVKMCBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R1_HVKMCBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R1_HVKMCBGX3_L003	sequencing assay	179_284_R1_HVKMCBGX3_L003.fastq.gz	2043b4961a40386af260fb9b1abce002	179_284_R1_HVKMCBGX3_L003
179_284_R1_HVKMCBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R1_HVKMCBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R1_HVKMCBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R1_HVKMCBGX3_L004	sequencing assay	179_284_R1_HVKMCBGX3_L004.fastq.gz	51a6cf4cdf324833a4d8c5bcadc11318	179_284_R1_HVKMCBGX3_L004
179_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	179_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	179_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	1dcf68ab015c0d4edfe6e8be10184696	179_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
179_284_R2_HKV2HBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HKV2HBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HKV2HBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HKV2HBGX3_L001	sequencing assay	179_284_R2_HKV2HBGX3_L001.fastq.gz	b76e627a9f7f90ae20e8c616739aae9d	179_284_R2_HKV2HBGX3_L001
179_284_R2_HKV2HBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HKV2HBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HKV2HBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HKV2HBGX3_L002	sequencing assay	179_284_R2_HKV2HBGX3_L002.fastq.gz	14fbc317267dc705b10e5a242810e78a	179_284_R2_HKV2HBGX3_L002
179_284_R2_HKV2HBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HKV2HBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HKV2HBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HKV2HBGX3_L003	sequencing assay	179_284_R2_HKV2HBGX3_L003.fastq.gz	9c09be4524ee76460dad23a7476c6d68	179_284_R2_HKV2HBGX3_L003
179_284_R2_HKV2HBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HKV2HBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HKV2HBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HKV2HBGX3_L004	sequencing assay	179_284_R2_HKV2HBGX3_L004.fastq.gz	7cea7fbdb91ef89341c4a4fcc9fbece7	179_284_R2_HKV2HBGX3_L004
179_284_R2_HN35NBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HN35NBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HN35NBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HN35NBGX3_L001	sequencing assay	179_284_R2_HN35NBGX3_L001.fastq.gz	c505e7a6f141922c0ccaf3efee6dce9a	179_284_R2_HN35NBGX3_L001
179_284_R2_HN35NBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HN35NBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HN35NBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HN35NBGX3_L002	sequencing assay	179_284_R2_HN35NBGX3_L002.fastq.gz	f880506f24beb6ac1fcf1f94507e6d04	179_284_R2_HN35NBGX3_L002
179_284_R2_HN35NBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HN35NBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HN35NBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HN35NBGX3_L003	sequencing assay	179_284_R2_HN35NBGX3_L003.fastq.gz	34b45f9e6ae69572e19d8f94044d63fa	179_284_R2_HN35NBGX3_L003
179_284_R2_HN35NBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HN35NBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HN35NBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HN35NBGX3_L004	sequencing assay	179_284_R2_HN35NBGX3_L004.fastq.gz	b7bad6fe6486bfa5bad6c7eaa8252e54	179_284_R2_HN35NBGX3_L004
179_284_R2_HT7TLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HT7TLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HT7TLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HT7TLBGX3_L001	sequencing assay	179_284_R2_HT7TLBGX3_L001.fastq.gz	5e07353569d24d48700a1faa6b852784	179_284_R2_HT7TLBGX3_L001
179_284_R2_HT7TLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HT7TLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HT7TLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HT7TLBGX3_L002	sequencing assay	179_284_R2_HT7TLBGX3_L002.fastq.gz	7e51f5f09fdfa8b3494efaacf01d7012	179_284_R2_HT7TLBGX3_L002
179_284_R2_HT7TLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HT7TLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HT7TLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HT7TLBGX3_L003	sequencing assay	179_284_R2_HT7TLBGX3_L003.fastq.gz	c28177126961182e911e19d2f7416e27	179_284_R2_HT7TLBGX3_L003
179_284_R2_HT7TLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HT7TLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HT7TLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HT7TLBGX3_L004	sequencing assay	179_284_R2_HT7TLBGX3_L004.fastq.gz	b17092fe13203954775bef3fc9214a20	179_284_R2_HT7TLBGX3_L004
179_284_R2_HVKMCBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HVKMCBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HVKMCBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HVKMCBGX3_L001	sequencing assay	179_284_R2_HVKMCBGX3_L001.fastq.gz	abf836bb540344facc2cb7168eff5c4e	179_284_R2_HVKMCBGX3_L001
179_284_R2_HVKMCBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HVKMCBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HVKMCBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HVKMCBGX3_L002	sequencing assay	179_284_R2_HVKMCBGX3_L002.fastq.gz	dc8e03ec6253e8b015d67bd42ad987da	179_284_R2_HVKMCBGX3_L002
179_284_R2_HVKMCBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HVKMCBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HVKMCBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HVKMCBGX3_L003	sequencing assay	179_284_R2_HVKMCBGX3_L003.fastq.gz	eea0ddc462721a9cc1e86167120656cf	179_284_R2_HVKMCBGX3_L003
179_284_R2_HVKMCBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R2_HVKMCBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R2_HVKMCBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R2_HVKMCBGX3_L004	sequencing assay	179_284_R2_HVKMCBGX3_L004.fastq.gz	c2b7c4abfa0efdf26aa2ba2ccfcd5a78	179_284_R2_HVKMCBGX3_L004
179_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	179_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	179_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	72810d37fb5841e57feab885114e869f	179_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
179_284_R3_HN35NBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R3_HN35NBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R3_HN35NBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R3_HN35NBGX3_L001	sequencing assay	179_284_R3_HN35NBGX3_L001.fastq.gz	d40d18265fd302b6c65f2257d0e64263	179_284_R3_HN35NBGX3_L001
179_284_R3_HN35NBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R3_HN35NBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R3_HN35NBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R3_HN35NBGX3_L002	sequencing assay	179_284_R3_HN35NBGX3_L002.fastq.gz	eeb8ef31af473419e319f56f1e418c30	179_284_R3_HN35NBGX3_L002
179_284_R3_HN35NBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R3_HN35NBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R3_HN35NBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R3_HN35NBGX3_L003	sequencing assay	179_284_R3_HN35NBGX3_L003.fastq.gz	e0d04314eef1e0558bec3eef68ca0657	179_284_R3_HN35NBGX3_L003
179_284_R3_HN35NBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R3_HN35NBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R3_HN35NBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R3_HN35NBGX3_L004	sequencing assay	179_284_R3_HN35NBGX3_L004.fastq.gz	4c44e852d73e6495308238904a4e7867	179_284_R3_HN35NBGX3_L004
179_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	179_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	179_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	0161c21c183f85dbc51e1bfb08b6850b	179_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
179_284_R4_HKV2HBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R4_HKV2HBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R4_HKV2HBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R4_HKV2HBGX3_L001	sequencing assay	179_284_R4_HKV2HBGX3_L001.fastq.gz	84b607cdaec8e64f4eda2aeaaf52b2e4	179_284_R4_HKV2HBGX3_L001
179_284_R4_HKV2HBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R4_HKV2HBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R4_HKV2HBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R4_HKV2HBGX3_L002	sequencing assay	179_284_R4_HKV2HBGX3_L002.fastq.gz	08996313afac15c4e4834c7f19cfa01f	179_284_R4_HKV2HBGX3_L002
179_284_R4_HKV2HBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R4_HKV2HBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R4_HKV2HBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R4_HKV2HBGX3_L003	sequencing assay	179_284_R4_HKV2HBGX3_L003.fastq.gz	5e4007c116b11d7ae365c20e94ed7cb5	179_284_R4_HKV2HBGX3_L003
179_284_R4_HKV2HBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R4_HKV2HBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R4_HKV2HBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R4_HKV2HBGX3_L004	sequencing assay	179_284_R4_HKV2HBGX3_L004.fastq.gz	6875cd76dde4f2927038f8bcbd54c83c	179_284_R4_HKV2HBGX3_L004
179_284_R4_HN35NBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R4_HN35NBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R4_HN35NBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R4_HN35NBGX3_L001	sequencing assay	179_284_R4_HN35NBGX3_L001.fastq.gz	65b0a124782a3cc86f16b64fbace362d	179_284_R4_HN35NBGX3_L001
179_284_R4_HN35NBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R4_HN35NBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R4_HN35NBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R4_HN35NBGX3_L002	sequencing assay	179_284_R4_HN35NBGX3_L002.fastq.gz	1f38c9524af8dbbb82684df77844bbdb	179_284_R4_HN35NBGX3_L002
179_284_R4_HN35NBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R4_HN35NBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R4_HN35NBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R4_HN35NBGX3_L003	sequencing assay	179_284_R4_HN35NBGX3_L003.fastq.gz	a650c756278049d5695c933cc5ec10a1	179_284_R4_HN35NBGX3_L003
179_284_R4_HN35NBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R4_HN35NBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R4_HN35NBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R4_HN35NBGX3_L004	sequencing assay	179_284_R4_HN35NBGX3_L004.fastq.gz	19989533329d426f0a84c129395bd05f	179_284_R4_HN35NBGX3_L004
179_284_R4_HT7TLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R4_HT7TLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R4_HT7TLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R4_HT7TLBGX3_L001	sequencing assay	179_284_R4_HT7TLBGX3_L001.fastq.gz	6b6cb14224416922b755581c43d97067	179_284_R4_HT7TLBGX3_L001
179_284_R4_HT7TLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R4_HT7TLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R4_HT7TLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R4_HT7TLBGX3_L002	sequencing assay	179_284_R4_HT7TLBGX3_L002.fastq.gz	4571fe2809b8756e9a305adb019cf35f	179_284_R4_HT7TLBGX3_L002
179_284_R4_HT7TLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	179_284_R4_HT7TLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	179_284_R4_HT7TLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	179_284_R4_HT7TLBGX3_L003	sequencing assay	179_284_R4_HT7TLBGX3_L003.fastq.gz	0de689bf10e8501c71d307932a2d5f32	179_284_R4_HT7TLBGX3_L003
